content,sentimen,aspek
Tolong untuk di upgrade lagi untuk transaksi tanpa kartu kalo di apk ini ngga bisa tapi kalo yg apk BNI lama bisa,Negative,Transaksi
"Di wondr by BNI ini tidak ada fitur setor tunai atau tarik tunai tanpa kartu, Jadi saya kembali lagi ke aplikasi Mobile BNI ðŸ™ðŸ»",Negative,Transaksi
"Sy beri bintang 1 krn saat lupa pasword masuk, daftar dari awal tp saat sensor wajah selalu menolak, batasan kriterianya tdk jelas. Tundukan wajah berulang2 tp selalu tertolak. Saat butuh transaksi malahan disuruh ulang besok hari.",Negative,Transaksi
Mantul. Di beranda bisa lihat history hanya dg sentuh nomor rekening. Bisa mengubah daftar nama favorit transfer dan disediakan 200 nama. Yg lainnya eksplor sendiri ya karena terkait PRIVASI. Matur Nuwun. Thx 4 BNI. All The Best.,Positive,Transaksi
Untuk Fitur mobile tunai belum tersedia di app wondr ini y ?,Positive,Transaksi
"buat apa bni pake 2 aplikasi, fungsinya juga hampir sama, kenapa tidak mengembangkan aplikasi lama aja ??? mau kehilangan nasabah apa ? saya mau bayar listrik di MB sekarang sudah tidak bisaðŸ¤¦",Negative,Transaksi
Aku bru nyoba daftar tapi pas aku coba isi malah saldonya gak masuk . Bagaimana ini aplikasi wondr. Saldoku msih nol,Negative,Transaksi
Sayang gk bisa tarik tunani ðŸ¥²,Negative,Transaksi
Menyusahkan nasabah!!! idenya bagus tapi kalau fitur belum sepenuhnya fungsi kenapa alih ke WONDR semua fitur BNI MBanking.. Sebelumnya saya pakai BNI Mbanking fitur mobile tunai untuk setoran tunai atm..baruÂ² ini dialihkan WONDR begitu di WONDR gaada menu mobile tunai setoran via atm.. Tolong segera tindak lanjut.. Tidak gembar gembor promo WONDR tapi kesiapan fitur NOLL,Negative,Transaksi
"Jelek, riwayat transaksi tidak ada sisa saldo..",Negative,Transaksi
Transaksi lewat wonder sangat lambat ðŸ¥²,Negative,Transaksi
Sangat bermanfaat dengan fiture melimpah hingga memudahkan kami bertransaksi. Terima kasih,Positive,Transaksi
Sangat memyaskan.... Tapi minta tolong untuk Wondr ada fitur mobile tunai. Terimakasih...,Positive,Transaksi
Kenapa buat cetak rekening koran nya tidak tersedia ya. Atau download transaksi seperti m-banking bni sebelum nya,Positive,Transaksi
"Tolong fitur tarik tunai nya dipercepat dikembangin di wondr jgn pakai kode otp dari SMS lagi, coba dari aplikasi saja kodenya, yang cepat kaya punya Livin mandiri belajar dari BUMN lain terimkasih",Negative,Transaksi
"bikin ga bisa transaksi aja ni aplikasi , klo buat seriusin dong , ini gimana caranya buat akunnya saya udah terdesak gini masih aja disuruh ngasi informasi terupdate.... buang waktu",Negative,Transaksi
"Aplikasi sudah ok,cuma belum ada menu kayak mutasi,potongan biaya admin kartu. Kok belum nemu. Gak kayak bni mobile ajaj.",Negative,Transaksi
"Apknya bagus, cuma kapan ada menu stortarik tunainya woy",Positive,Transaksi
"KEKURANGAN : - catatan biaya rekening, biaya kartu - Riwayat saldo akhir - Fitur BNI call / Custumer Service - Fitur Hapus rekening",Negative,Transaksi
"Gimana aplikasi ini mau login trs transaksi di blg pin salah di suruh verifikasi okelah di turuti. Pas mau login Lg malah pasword salah di pinta Lg verifikasi . Sdh 2 hari bgini trs,pdhl kita hfl diluar kepala pasword & pin tp tetep salah. Mau ny apa sih?",Negative,Transaksi
"aplikasi gakjelas,saya mau transfer gagal dan di email sudah tertulis dana dikembalikan namun saya cek di aplikasi dana saya tetap berkurang.Mohon pencerahannya ðŸ™saya sebagai nasabah baru cukup kecewa dengan kendala yang sangat tidak jelas ini.Padahal kebutuhan sedang mendesak sekali dan aplikasi malah error tidak jelas.Sungguh mengecewakan .SAYA SUDAH CHAT CS NAMUN TIDAK DI BALAS SAMPAI SKRG!",Negative,Transaksi
"Mau transaksi VA tapi setelah memasukkan nomor VA nya malah diarahkan ke wallet, mohon diperbaiki cara kerjanya",Negative,Transaksi
"Belum ada fitur transaksi tanpa kartu , tolong segera update",Positive,Transaksi
Ada potongan cicilan tpi tidak tercatat di transaksi uang keluar,Negative,Transaksi
"Verifikasi wajahnya susah, gagal berkaliÂ². Kepaksa banget buat download ini, karna biasanya bayar listrik di mbangikng aja udah bisa skrg harus lewat app ini, waktu daftar verifikasi wajahnya susah",Negative,Transaksi
Cape pakai aplikasi baru ini minta update terus tiap mau transaksi harus update data lg kalo lama tidak digunakan harus update lg capeee deeehhhh....,Negative,Transaksi
Transaksi keuangan yang mudah.,Positive,Transaksi
"Daftarnya mesti pake ktp, sementara aku sedang diluar negri.. Susah bener.. Pdhl aku jg pake mbanking BNI.. Mau bayar listrik katanya suruh pake apk wondrby BNI.. Pdhl sebelumnya bisaÂ² aja pake mbanking..",Negative,Transaksi
Bertransaksi semakin mudah & okeee !!!,Positive,Transaksi
Hay BNI saya mau jawab lagi apk punya saudara saya sama mengunakan wondr by bni dia TF ke tmn nya bisa tidak pernah ada kendala tetapi pada saat TF ke saya selalu kendala?,Negative,Transaksi
"Lah Kok Sisa Saldo Dalam Rekening HilangðŸ¤” sisa 15rb pun Raib hilang,.... Korupsi nih, di transaksi tidak terlihat untuk apa menghilang nya.",Negative,Transaksi
Fiturnya blum selengkap aplikasi Mobile Banking BNI sprti setor/tarik tunai tnpa krtu,Positive,Transaksi
"1. Filter periode transaksi nge bug (gabs dibedakan) 2. Gak ada ""sisa saldo"" di masingÂ² transaksi (debit / kredit) 3. Gabs download mutasi rekening per periode",Positive,Transaksi
"Pembukuan kurang jelas hanya ada pengeluaran, pemasukan dan saldo ahir",Negative,Transaksi
Transfer berhasil terus ada email masuk gagal tapi saldo lenyap..berpa hari itu ada min muncul kembali salfonya,Negative,Transaksi
"Saya ngirim pulsa dari kemaren gak masuk sampai sekarang. Trus uang gak kembali juga, padahal keterangannya pengiriman gagal, gimana?",Negative,Transaksi
Tolong dong di koreksi lagi apk-nya. Klo kyk gini mending pke apk yang awal. Dri bukti tf aja gk lengkap. Plis lah segera di benahi apknya,Negative,Transaksi
Ini wonder gimna sih pembayaran qris gagal terus kalau ga balikin sini duit gw udh top up ke wondernya gagal terus pembayaran nya anjg,Negative,Transaksi
Cara tarik tunai tanpa kartu d wonder bagaimana? Ko ga ada fiturnya.,Negative,Transaksi
"udah jaman digital apk lama banget ngasi fitur stor tunai payah bank lain dah pake hp klo stor tunai ini malah masi pake kartu, gada memudahkannya samsek nyusahin",Negative,Transaksi
Sumpah ya knpa akhir-akhir ini BNI kacau banget sekarang setiap mau transaksi ada aja gangguan dari mulai setor tunai gak masuk rekening.,Negative,Transaksi
Kenapa ya saldo 35 tapi tidak bisa transaksi karena di luar batas maksimum dan transfer ke bca tida bisa hm,Negative,Transaksi
"1._Aplikasi apa juga ini Sudah ada bni mobile disuruh download wonder fitur mirip bni mobile juga. Yang bisa transaksi di bni moblie disuruh keWonder lagi, Cuma bikin ful memori saja. 2._Aplikasi soe kita sdh mau transaksi disuruh keWonder, verifikasi berbelitÂ² sdh foto ktp diisi lagi nik, veri wajah lama kali. Sdh masuk di suruh veri email lagi. Kode otp lama dikirim. Nah saya sudah buruÂ² mau transaksi jadi tertunda dikarenakan aplikasi soe ini 3._ mau transaksi nama tujuan disensor. Kan tol*l",Negative,Transaksi
"disuruh pindah dari Mbangking ke aplikasi yg ribet ini, mending pindah rekening.",Negative,Transaksi
"baru coba pertama kali untuk transaksi transfer, tp tidak berhasil. seperti itu terus. aplikasi yang sangat tidak membantu.",Negative,Transaksi
smnjak Ada Aplikasi ini semua transaksi Bank BNI jdi smakin mudah,Positive,Transaksi
Bintang 3 dulu karena ga bisa tarik tunai mobile alias cashless,Positive,Transaksi
Gk bisa di buka aplikasinya untuk pembayaran,Negative,Transaksi
"aplikasi busuk, gak bisa tarik tunai tanpa kartu di ATM, yg lucunya dari Kantor Cabang BNI malah suruh uninstall BNI Mobile Banking nya",Negative,Transaksi
"Biasa aplikasi baru pasti ada pembenahan, mudah2an update berikutnya ada transaksi pembayaran PGN dan Biaya pendidikan, silakan wonder bni terus berbenah...ðŸ‘",Positive,Transaksi
"Pakai QRIS,uang sudah terpotong,TPI ditokone blm masuk!sering gangguan!NYEBELIN BGT!",Negative,Transaksi
Tidak bisa tarik tunai tanpa atm???,Negative,Transaksi
"ga bisa tarik tunai tanpa kartu, kalau ga siap jangan suruh pindah sih. mana mbankingku yang bni ga bisa di pake lagi dih ga guna",Negative,Transaksi
Tidak ada fitur mobile tunai. Kecewa beralih dari BNI Mobile ke Wondr fiturnya sangat sedikit untuk Wondr tidak sebanyak BNI Mobile,Negative,Transaksi
"Histori transaksi terbaru tidak terupdate, setelah dibandingan dengan apps BNI mobile yang lama, malahan apps yg lama sudah terupdate transaksinya. Tolong segera fix bug nya",Negative,Transaksi
Mantap transaksi lancar dan amanðŸ‘ðŸ‘ðŸ‘ðŸ‘,Positive,Transaksi
belum ada fitur tarik tanpa kartu kah di wonder?,Positive,Transaksi
"Ga jelas banget udah pake sinya kartu,pake wifi tetep eror,tf ke dana udah melebihi saldo minimum tetep ga bisa,kalo ga gitu ada tulisan "" DANA sedang ada kendala"" padahal sebelumnya bisa tf,gajelas",Negative,Transaksi
Bakal bintang 5 Kalau bisa di pakai tarik tunai .,Positive,Transaksi
tiba' saldo kesedot tanpa pemberitahuan dan izin,Negative,Transaksi
"Mau ss bukti transfer diterima ribet, klo emg masalah privasi atau apa ya g masalah sih, g ush bikin ribet",Negative,Transaksi
Virtual account BNI sering eror..di bukti pembayaran berhasil..saldo terpotong..pulsa nya tidak masuk,Negative,Transaksi
Tolong saya kirim uang tapi belum masuk juga ada apa dengan BNI ini,Negative,Transaksi
Diwonder ko g ada buat Riset pin transaksi ya minta solusinya donag,Negative,Transaksi
"Udah donlot, saya ikuti panduannya, di seprti membuak rek baru, kukira ini mobile banking",Positive,Transaksi
"Fitur PINJAMAN flexi tidak ada, .. Fitur TARIK TUNAI TANPA KARTU tidak ada.. Aplikasi belum beres sudah di luncurkan... Masih bagus BNI mobile",Negative,Transaksi
"Apaan dah baru buat mbanking nyobain tf saldonya gak masuk,udah 1hari tapi saldo gak masuk wehhh. Tolong ini apk mu banyak bug nya. Kalo bukan karena wajib dari tempat kerja udah pasti ogah pake bank satu ini...",Negative,Transaksi
"Aplikasi ga jelas , cs paksa2 transaksi . Waktu dipake juga malah bingung mau cek saldo . Aplikasi ga guna",Negative,Transaksi
Saran untuk wondr adalah tambahin fitur untuk pembayaran pendidikan kayak aplikasi m banking lainnya bisa Terimakasih,Positive,Transaksi
sangat bagus untuk transaksi apapun bisa mempermudah pembayaran,Positive,Transaksi
"Tidak lengkap fiturnya.. tidak ada opsi mutasi rekening, jd gak bs lihat brapa saldo terakhir seperti d bni mobile banking yg lama.. tolong ditambah fiturnya",Negative,Transaksi
"Bagus simpel enak dipakai , cuma belum bisa buat tarik tunai tanpa atm ya...terus tingkatkan lagi aplikasinya",Positive,Transaksi
"Transaksi di BNI mobile banking dibatasi contoh beli token listrik sdh ga bisa diarahkan menggunakan wondr, giliran registrasi malah ket. sistem sedang kendala, disuruh coba lagi coba lagi pun tetap sama gagal. Sistem blm siap knp nasabah tetap dipaksa migrasi",Negative,Transaksi
Interface lbh mudah dan cepat namun fitur transaksi tarik dan setor atm tdk dipasang sprti saat di mobile banking,Positive,Transaksi
"Hp saya tereset, dan saya harus menginstal ulang. Saat regitrasi ulang, saya menggunakan email yg sudah terdaftar sebelumnya. Namun perintahnya ""email sudah digunakan. coba email yg lain"". Saat menggunakan email yang lain, malah di suruh milih kartu debit (buka rekening baru). Datang ke CS juga gak ada solusinya, malah di suruh uninstal terus instal ulang lagi. Mau sampai kapan coba begitu terus ?",Negative,Transaksi
Tambah fitur tarik tunai,Positive,Transaksi
"Kurang fitur mobile tunai, untuk tarik tunai tanpa kartu.",Negative,Transaksi
Gk ada fitur tarik dan setor tunai tanpa kartu,Negative,Transaksi
"Masih lebih bagus bni mobile banking, di wondr kita ga bisa cek saldo pinjaman",Negative,Transaksi
"Baguss berguna bangett buat lihat saldo, transfer dan topup",Positive,Transaksi
"rubah pasword malah PINnya berubah sendiri, selesai ubah PIN malah paswordnya berubah sendiri, gitu2 ae sampe naik haji. Update : menindak lanjuti masalah diatas setelah menghubungi cs BNI setempat, ternyata kendala ada di penginputan nomor KTP yang kurang saat pembuatan buku rekening payroll. dengan adanya masalah dan solusi diatas dapat sebagai referensi jika terjadi hal yang sama dgn user yang lain. izin revisi rating ya, jaya terus BNI. âœŒðŸ»",Negative,Transaksi
"Mohon maaf, sekelas BNI tampilan aplikasinya kurang bagus. Dan password transaksi hanya menggunakan angka tidak ada kombinasi angka dan huruf dan itu menurut saya kura aman...",Negative,Transaksi
Tarik tunai sama setor tunai kapan munculll?,Positive,Transaksi
Saldo tdk bs ditarik semua,Negative,Transaksi
kenapa harus pakai data diri lagi padahal kan sudah punya kartu debit dan rekening nya,Negative,Transaksi
Kaya apa ini saldo msh ada tp buat transfer gak bisa???? Sedang butuh transfer secepatnyaðŸ’€,Negative,Transaksi
Ok bgt aplikasi terbaru.mudah dan simple mau trnsaksi apapun,Positive,Transaksi
Saya butuh cepat untuk transaksi. Napa sering gangguan. Fitur tidak tersedia kan bodoh. Asli mengecewa kan.,Negative,Transaksi
"Tambah feature mobile tunai juga dong min,",Positive,Transaksi
"Gajian ditransfer nya lama banget ga kayak bank lainnya..Bank lain mah pagi2 udah masuk ke rekening, BNI sampe siang belum masuk2ðŸ‘Ž",Negative,Transaksi
"belum support mobil tunai, di BNI mobile juga sudah tidak bisa",Negative,Transaksi
Sangat bagus dan mempermudah semua transaksi,Positive,Transaksi
"GAK LEBIH BAGUS DARI MOBILE BANKING BNI YG LAMA. Saya termasuk nasabah yang nyaman ngeLiat modeL tampiLan transaksi yg terLihat saLdo akhirnya. Transaksi - Jenis Transaksi - SaLdo Akhir (ini maksudnya) TampiLan Wondr gak jauh beda dari Livin' by Mandiri yg saya gak suka. Saya Lebih nyaman pakai MobiLe Banking BNI yg Lama. KaLaupun nanti akhirnya di migrasiin semua ke Wondr, saya Lebih piLih gak instaL Wondr, mending manuaL pake ATM. MudahÂ²an keLuhan ini bisa jadi masukan yg membangun utk BNI",Negative,Transaksi
"tidak mengerti bagaimana cara setor tunai tanpa kartu, tdk sperti apk bni yg sebelumnya",Negative,Transaksi
"Kapasitas besar menunya membingungkan dan gak bisa cek jika ada transferan masuk atau hanya bisa ngira"" dari jumlah saldo",Negative,Transaksi
"Untuk tampilan oke lah, modern. Tapi, yg harus diperhatikan nama pengirim di bawah sumber dana, itu harus jelas nama pengirim nya siapa jangan di sensor, bagaiman bisa dibilang akurat bukti transfer nya kalo nama pengirim saja di sensor. Tolong perbaiki, saya sudah komplain di email dan WA business.",Negative,Transaksi
"Layanan belum selengkap BNI Mobile, disini gak bisa Mobile Tunai, Susah kalo dompet ketinggalan",Negative,Transaksi
Ternyata lebih mudah bertransaksi,Positive,Transaksi
bertahun2 pakai BNI mobile banking rekening aman. ehh baru beberapa bulan pakai wondr rekening malah kebobolan saldo berkurang padahal ga transaksi,Negative,Transaksi
Mohon maaf ya BNI dulu aku percaya bgt SMA BNI dan merasa aman tapi sekarang enggak BNI ku word udah beberapa kali ke hex dan uangku di tabungan hilang kalo kayak gini jalan keluarnya gimana,Negative,Transaksi
"Saya lupa pin alhasil saya merubah pin melalui verifikasi akun, setelah saya selesai rubah pin di arahkan ke tampilan login pas mau login eh kok pasword nya salah pas sudah rubah pasword di menu lupa password selesai rubah pasword alhasil bisa login pas sudah login mau transaksi eh pin yg sudah di rubah di awal kok salah alhasil mutar2 disitu doang rubah pin dan pasword, tolong di perbaiki kecacatan aplikasinya",Negative,Transaksi
"Pengalaman pertama coba pakai, gagal bayar tapi rekening terpotong, cari Customer service lama banget sampai habis pulsa, bakal dipakai buat cek saldo doang gini mah",Negative,Transaksi
"Tolong segara sediakan fitur mobile tunai , BNI mobile sudah ada tapi selalu gangguan. Katanya akan diperbaiki",Positive,Transaksi
"Usul : Trx virtual account, mohon ditambahkan fitur ""tempel"" di halaman isian no.virtual acc sehingga hemat 1 langkah Semoga diakomodasi. Terima kasih",Positive,Transaksi
Aplikasi keuangan terjepek yg pernah ada ðŸ‘ŽðŸ¼,Negative,Transaksi
"Tolong dibuat menu mutasi rekening seperti tampilan di BNI mobile, krn tampilan rekening transaksi di wondr kurang familier.",Negative,Transaksi
Selalu logout dengan tiba2 pada saat2 posisi mau transaksi,Negative,Transaksi
"Fitur mobile tunai nya sangat diperlukan sih, tapi belum bisa jga sampai sekarang",Negative,Transaksi
Payah... Gk ada fitur tarik tunai tanpa kartu.. sedangkan aplikasi yg lama udah gk bisa pake... ribet nyaaa,Negative,Transaksi
"Tampilan lebih simple, tapi masih banyak kekurangan dibandingkan BNI mobile. 1. Tidak bisa transaksi mobile tunai di wondr 2. History transaksi hanya memuat, debit dan kredit. Tidak ada jumlah saldo setelah transaksi, kalau d BNI mobile namanya *saldo akhir* 3. Tidak ada BNI point di wondr",Positive,Transaksi
"Kenapa dengan aplikasi ini,saya sudah berulang kali di coba, setiap hari saya coba terus,saat saya verivikasi wajah,dan menunggu tahap selanjutnya selalu tertera sedang ada kendala di sistem kami,,ini sangat merepotkan saat transaksi nnti. Mohon bantuannya",Negative,Transaksi
Gmn gk jelas.. Transaksi uang sy sdh kluar di cek mutasi sdh kluar sy top up gopay sy 100 rb.. Sdh di potong pdhl blm berhasil.. Sdh sy gmail wonde by BNI di persulit gk ada tanggapan.. Kmn ini sy minta tanggung jawab .. Bgni caranya konsumen di rugikan wlpun cm 100 rb tp penipuan namanya.,Negative,Transaksi
Di aplikasi ini tidak ada menu REKENINGKU >PINJAMAN sy jadi ga bisa cek sisa pinjaman di BNI,Negative,Transaksi
Ini kenapa ya? Transaksi gagal terus mohon untuk di perbaiki masalah ini secepatnya..!!! (EDIT ULASAN) Terima kasih untuk respon cepatnya.. Semoga kedepannya semakin bagus dan semakin lengkap fitur-fitur nya.. Good jobðŸ‘ðŸ‘ðŸ’¯,Positive,Transaksi
Udah masukin otp bener gagal terus..udah bener mobile bangking saja pakai gonta ganti wondr buat bayar bayar,Negative,Transaksi
"Kecewa!!!! Top Up gopay transaksi gagal, tapi saldo rekening terpotong sesuai nominal. Minta balikin saldo malah d suruh nunggu 5 hari kerja! BNI kok bgini!!! Saya merasa dirugikan! Kecewa sekali!!!!!",Negative,Transaksi
"SETELAH DOWNLOAD , TERNYATA GABISA TARIK TUNAI/SETOR TUNAI TANPA KARTU AUTO UNINSTAL DAN BALIK LAGI KE BNI MOBILE BIASA",Negative,Transaksi
Saya kurang suka dg apk y. Tidak mmuaskan. LBH nyaman pake bni mobile. Sudah benar password loginnya. Giliran mau TF salah pin y udh diganti pin nya. Mau login ulang Mlah salah.pdhl udh jelas2 bener.membagongkan,Negative,Transaksi
"Saya mau isi pulsa sttus nya pengiriman gagal saldo nya sudah terpotong ,dan pulsa juga tdk ada masuk ,,,apakah bisa uang saya kembali ???ðŸ˜“ðŸ˜¥ðŸ˜¥ðŸ˜¥",Negative,Transaksi
"Kagak bisa ngirim uang ke wondr dari gopay maupun ovo dah beberapa kali di coba juga , payah !!!",Negative,Transaksi
Tranfer gagal tapi saldo berkurang lawak apk banyak kekurangan saya kehilangan uang 20000 gara gara nih aplikasi,Negative,Transaksi
"Aneh ya digital berasa kayak konvensional, ada admin ada saldo mengendap",Negative,Transaksi
Segera adakan fitur tarik tunai tanpa kartu,Positive,Transaksi
Saya sudah merasa terbantu melakukan transaksi dengan muda.,Positive,Transaksi
Jangan lupa untuk di tambah untk login pake nk kartu bank biar gak buat trs rekening nya,Negative,Transaksi
Memudahkan dalam fasilitas bertransaksi,Positive,Transaksi
"kenapa setiap mau transfer mesti aplikasi tulisannya ""sedang diperbaiki"", padahal udah dari sebelumnya gitu terus, tolong diperbaiki min",Negative,Transaksi
"Pemakaian baru semingguan, pas buka aplikasi lumayan lama loadingnya berbeda saat pakai bni mbangking. Pas transaksi pembayaran juga gagal terus, tapi untuk rincian keuangan lumayan oke. Semoga dapat ditingkatkan lagi, kebayang mau transaksi non-tunai, ehhhh aplikasi nya lama bangett di bukanya, kan ga lucuuuðŸ«",Negative,Transaksi
"limit harian tf VA terlalu kecil, hrs berkali-kali, tolong dong, org belanja online bukan 1 atau 2 juta saja, bahkan lebih, pelanggan saya lari semua, lebih baik pakai M banking saja, ini menyusahkan bukan mempermudah",Negative,Transaksi
"Terimakasih untuk aplikasi wonder by BNI, semua transaksi bisa jadi lebih mudah, simpel dan cepat.",Positive,Transaksi
Belum ada menu mobile tunai,Positive,Transaksi
"Aplikasi sampah, lg butuh mendesak banyak fitur yg ga bisa. Jauh lebih baik mobile banking yg lama. Layanan tellernya juga kurang membantu. Cukup bintang 1. Contoh fitur yg jelek: histori uang masuk dan keluar tidak sedetil aplikasi yg lama, jelas uang masuk dr mana lengkap keterangannya uang apa. Kemudian di aplikasi wonder, transaksi setor tunai tanpa kartu masih belum bisa. Sedangkan ke teller, diarahkannya ke mesin ATM kalau setornya hanya beberapa juta. Sgt tidak solutif",Negative,Transaksi
Belum ada fitur tarik tunai tanpa kartu,Positive,Transaksi
Aplikasi bagus cuma untuk transaksi tidak bisa dilihat semua transaksi cuma transaksi yang melalui aplikasi wondr...klo yang apk BNI lama semua transaksi tampil di aplikasi dan transaksi bisa di download trimakasi semoga ad perbaikan....,Positive,Transaksi
aneh apk harus di upgrade terus.... setiap transaksi jadi nya pending terus,Negative,Transaksi
Aplikasinya bagus dan sangat membantu dalam bertransaksi. Tingkatkan trus untuk keamanan dan kenyamanan nasabah. Maju yrus BNI.,Positive,Transaksi
"Sangat membantu,cukup ditempat duduk semua lancar.transaksi transparan tanpa harus mengisi buku tabungan",Positive,Transaksi
"Tolong Format Histori transaksi seperti Mobile Banking, lebih detail, dan bisa di download rekening korannya, ada saldo awal, dr, cr, dan saldo akhir",Positive,Transaksi
"pindah dari aplikasi bni mobile ke wondr kirain bakal upgrade ternyata malah downgrade. gabisa tarik tunai tanpa kartu, gabisa blokir saldo, dan banyak lagi. tolong diperbaiki.",Negative,Transaksi
"menu belum lengkap, tolong tambahkan menu pembayaran Pertamina Gas LPG 3kg",Negative,Transaksi
fitur setor tunainya mana blok ga ada update udah lama ... kalo memang belom bisa di rilis di sini di sebelah jangan di hilangin dulu blok..,Negative,Transaksi
Untuk developer adakah kedepannya untuk menambahkan bukti transaksi yang bisa di cetak atau di print dan bisa di tambahkan nominal bebas ADM yang bisa di edit dan di prin untuk berniaga seperti apk bank digital lainnya terimakasih,Positive,Transaksi
Tidak bisa sinkron dengan BNI Mobile Banking. Selalu registrasi ulang layaknya buka rekening baru,Negative,Transaksi
Hari ini dihubungi oleh bni life dan sudah membuang waktu dan saldo keptong,Negative,Transaksi
Fitur tarik tunai tanpa kartu kek nya harus deh di aplikasi wondr ini,Positive,Transaksi
"Ribet pake aplikasi wondr, enak yang BNI Mobile, simple dan cepat loadingnya. Pakai wondr lama banget loadingnya haduh tolonglah yang sudah bagus gak usah diubah2. Kalau memang ada perubahan transfer, transaksi dll cukup bni mobile aja diupdate. Lagian nama wondr sangat gak menjual. Pas buka aja loginnya susah gangguan terus. Tolong pihak BNI batalkan saja wondr ini, kami nasabah jd susah",Negative,Transaksi
"capek verifikasi setiap hari, masa tiap mau transaksi verifikasi KTP , gajelas apk masih banyak yg perlu di benari, klo udah ada bni mobile kenapa buat apk lagi mana kek gak pernah buat, padahal ada contoh udah bener di BNI mobile jelas,",Negative,Transaksi
"Dari bni m bengking ganti wondr by bni sama, sama egk permutu,mau masuk poswoond salah Mulu,ahirnya ke blokir,coba lupa poswoond fripikasi wajah egk bisa bisa,bikin susah nasaba mau transaksi aja,kalau blum mampu bikin aplikasi yang baik mending jgn di gunakan kalau hanya mempersulit nasaba",Negative,Transaksi
Memudah bgt segala transaksi keuangan,Positive,Transaksi
"ga ada berita transfer, sehingga ga tau yg transfer untuk kepentingan apa. ga ada saldo terakhir juga. Masih bagus yg mobile banking lama",Negative,Transaksi
"Awal instalasi lancar buat transaksi setelah beberapa Minggu tibaÂ² logout aplikasi error dan harus registrasi ulang seperti buat rekening baru bukan pemindahan dari BNI mobile ke wondr, ribettttt. Daripada pindah aplikasi mending kalian upgrade aja BNI Mobile biar lebih enteng aplikasinya",Negative,Transaksi
"Aplikasinya jelek. Sebelumnya saya bisa bayar beli token listrik dgn CC BNI yg di-link ke aplikasi ini. Tiba-tiba minta update di playstore, dan setelah itu malah ga bisa lagi bayar/beli pakai CC BNI saya. Sebagai nasabah BNI puluhan tahun, saya kecewa BNI bikin aplikasi sejelek ini.",Negative,Transaksi
"Ambil duit tanpa kartu gk bs,, nyusahin aja ni bni .. ,kl bukan karna gajian dr kantor ,,gk sudi gue pake BNI ini .. taaaiii",Negative,Transaksi
"Bagus, perlu di kembangkan lagi untuk transaksi dana / uang masuk harusnya ada riwayatnya juga terimakasih",Positive,Transaksi
Trimakasih aplikasi ya sangat bagus untuk mempermudah transaksi,Positive,Transaksi
"Terlalu ribet awal pembukaan aplikasi, menu gk selengkap mobile banking, fitur lebih sedikit dari mobile banking spt fitur utk tarik tunai tanpa kartu dihilangkan. Pengaitan dengan aplikasi lain dihilangkan spt aplikasi BNI symponi dihilangkan. Mending pakai aplikasi lama dari pada banyak fitur yang hilang serta lebih sulit utk pengoperasian. Terima kasih",Negative,Transaksi
"Mudah, namun masih banyak kekurangan fitur. Tidak ada mobile tunai, saya kerepotan saat kartu kadaluarsa.",Negative,Transaksi
Tidak ada fitur Tarik Tunai tanpa kartu jadi susah saat ketinggalan kartu mau Narik tunai.,Positive,Transaksi
Ga ada menu tarik tunai dan setor tunai......alhasil mending pake bni banking yg lama aza lah.....,Negative,Transaksi
Wonder sangat membantu mempermudah transaksi,Positive,Transaksi
Ga bisa transfer ke rekening badan/perusahaan.,Negative,Transaksi
"Tampilan memang lebih mudah, tapi masih lebih lengkap BNI mobile. Karena saat mau bertransaksi byr PDAm. Tidak tersedia untuk wilayah kab Brebes.",Negative,Transaksi
Wondr by BNI praktis dan lengkap. Transaksi jd nyaman dan aman. ðŸ‘ðŸ‘ðŸ‘,Positive,Transaksi
"Aplikasinya tidak sehebat aplikasi bni mobile, dimana di bni mobil ada menu untuk pengambilan uang tanpa atm, next nya untuk pihak pengembnag mohon untuk bisa di update sesuai dengan menu yang ada di bni mobile yang sangat lengkap..",Negative,Transaksi
"Uang gw yg sdh di trf gak ada masuk2 sdh sehari , aplikasi apa ini, penipuan atau pencuri",Negative,Transaksi
"Aplikasinya kok mundur dari pendahulunya, download mutasi nggak ada, tarik tunai mobile nggak ada utk agen 46.",Negative,Transaksi
"Nyobain apk Wondr utk TopUp LinkAja lwt menu transfer sdh bisa terkirim tp saldo di LinkAja tidak bertambah, sebelumnya transfer ke LinkAja lwt BNI m-banking bisa lgsg masuk. Gimana ini musti komplain kemana?",Negative,Transaksi
"Gabisa verifikasi garaÂ² ga memenuhi kriteria, gatau kriteria kayak apa... Emang saya Rafatar musti banyak duit dulu baru boleh punya rekening",Negative,Transaksi
"Kenapa harus ganti yaa, tau2 ngelod out sendiri masuk dr awal lg pake verif ktp segala.. pake apk BNI yg dulu aman ga pernah log out2 begini.. susah bgt pas d luar mau bayar ga bawa ktp pula ribet amat dah..",Negative,Transaksi
"Wondr aplikasi yang sangant membantu, banyak fitur yang berguna, seperti insigh dapat melihat rincian transaksi...",Positive,Transaksi
"Kalo saja masih bisa pakai bnimobile gak akan download wondr by bni, bukannya semakin simple malah semakin ruet menu2nya, bukti transaksi tidak tertera lengkap",Negative,Transaksi
"Cut-off terus, kapan bisa digunakan? Saya menggunkan BNI Mobile banking transaksi error91, lapor ke CS diminta migrasi ke wonder sini. Tapi cut-off terus. GAK GUNA JADINYA....!!!!",Negative,Transaksi
